emp_length_int,home_ownership,income_category,annual_inc,loan_amount,term,purpose,interest_payments,loan_condition,interest_rate,grade,dti,total_pymnt,total_rec_prncp,recoveries,installment,region
5.0,RENT,Low,51500,1325, 36 months,debt_consolidation,High,Good Loan,14.79,C,16.15,1640.51604,1325.0,0.0,45.8,Northern-Irl
6.05,MORTGAGE,Medium,109000,15000, 36 months,house,Low,Good Loan,11.49,B,22.41,17391.49,15000.0,0.0,494.57,ulster
10.0,MORTGAGE,Low,63996,3200, 36 months,car,Low,Good Loan,5.42,A,6.51,3467.108076,3200.0,0.0,96.52,leinster
10.0,MORTGAGE,Medium,115000,19000, 36 months,debt_consolidation,High,Good Loan,13.49,C,6.62,23191.03777,19000.0,0.0,644.68,ulster
2.0,MORTGAGE,Low,87500,20000, 60 months,debt_consolidation,Low,Good Loan,9.99,B,14.21,25020.25963,20000.0,0.0,424.85,leinster
10.0,MORTGAGE,Low,50123,2200, 36 months,credit_card,Low,Good Loan,11.49,B,22.29,2558.57,2200.0,0.0,72.54,munster
2.0,MORTGAGE,Low,47000,21750, 60 months,small_business,High,Good Loan,18.79,E,17.0,22083.54767,15800.0,0.0,408.04,munster
0.5,MORTGAGE,Low,93000,8000, 36 months,credit_card,Low,Good Loan,6.99,A,13.47,8301.79,8000.0,0.0,246.99,leinster
6.05,RENT,Low,47000,15000, 36 months,credit_card,Low,Good Loan,8.49,A,22.16,17042.12279,15000.0,0.0,473.45,ulster
4.0,MORTGAGE,Medium,155000,35000, 60 months,debt_consolidation,Low,Good Loan,12.99,C,18.84,30460.117280000002,23375.0,0.0,531.74,leinster
10.0,MORTGAGE,Medium,105000,11000, 36 months,car,Low,Good Loan,5.42,A,6.47,11666.01,11000.0,0.0,331.76,cannught
3.0,MORTGAGE,Medium,140000,16800, 60 months,debt_consolidation,Low,Good Loan,11.99,B,17.22,21796.449569999997,16800.0,0.0,373.63,ulster
3.0,RENT,Low,72000,4000, 36 months,major_purchase,High,Good Loan,18.79,E,8.02,5142.16,4000.0,0.0,146.2,leinster
4.0,MORTGAGE,Low,35000,5200, 36 months,debt_consolidation,High,Good Loan,15.23,C,17.66,5935.44,5200.0,0.0,180.85,leinster
2.0,RENT,Low,30000,7000, 36 months,debt_consolidation,Low,Bad Loan,10.99,B,6.2,3249.78,2255.87,286.04,229.14,leinster
3.0,RENT,Medium,120000,13000, 36 months,debt_consolidation,High,Bad Loan,15.99,D,24.8,6894.04,4323.15,514.8,456.98,Northern-Irl
10.0,OWN,Low,58000,20000, 36 months,debt_consolidation,Low,Good Loan,11.99,B,6.54,23910.06829,20000.0,0.0,664.2,ulster
1.0,MORTGAGE,Low,80000,10500, 60 months,medical,High,Good Loan,18.39,E,2.96,11133.96,10500.0,0.0,268.87,cannught
1.0,RENT,Low,54000,19425, 36 months,debt_consolidation,Low,Good Loan,11.99,B,23.47,23282.70606,19425.0,0.0,645.1,ulster
3.0,MORTGAGE,Medium,120000,12000, 36 months,medical,Low,Bad Loan,6.99,A,4.71,2937.04,2140.44,344.59,370.48,ulster
10.0,MORTGAGE,Low,93000,7000, 36 months,major_purchase,Low,Good Loan,5.42,A,19.19,7599.40552,7000.0,0.0,211.12,Northern-Irl
8.0,MORTGAGE,Low,75000,4200, 36 months,home_improvement,Low,Good Loan,5.42,A,4.13,4547.407359000002,4200.0,0.0,126.68,Northern-Irl
10.0,RENT,Low,48000,17000, 60 months,debt_consolidation,Low,Good Loan,11.49,B,26.18,10928.8,10825.0,0.0,238.02,ulster
5.0,RENT,Low,23000,2400, 36 months,debt_consolidation,Low,Good Loan,5.99,A,6.63,2617.91,2400.0,0.0,73.01,munster
6.0,RENT,Low,33000,2500, 36 months,debt_consolidation,Low,Good Loan,10.59,B,22.55,2927.584163,2500.0,0.0,81.37,leinster
10.0,MORTGAGE,Low,70000,5600, 36 months,credit_card,Low,Good Loan,5.42,A,18.69,6079.310194,5600.0,0.0,168.9,leinster
2.0,MORTGAGE,Medium,159996,30000, 60 months,debt_consolidation,Low,Bad Loan,11.49,B,18.59,12846.61,5528.24,3924.29,424.92,cannught
6.05,MORTGAGE,Low,80000,35000, 60 months,debt_consolidation,High,Good Loan,18.39,E,14.23,41605.95,35000.0,0.0,896.22,ulster
6.0,OWN,Medium,150000,14400, 60 months,moving,High,Good Loan,19.29,E,4.88,19209.18,14400.0,0.0,375.85,Northern-Irl
7.0,RENT,Low,40000,9500, 36 months,other,Low,Good Loan,7.49,A,15.81,10632.71263,9500.0,0.0,295.47,leinster
9.0,RENT,Low,36000,1200, 36 months,other,High,Good Loan,13.99,C,24.6,1440.4911949999994,1200.0,0.0,41.01,ulster
10.0,RENT,Low,84000,10000, 36 months,other,Low,Good Loan,5.99,A,17.17,10950.12718,10000.0,0.0,304.18,leinster
10.0,MORTGAGE,Low,48000,5650, 36 months,car,Low,Good Loan,5.42,A,17.32,6065.84,5650.0,0.0,170.41,munster
4.0,MORTGAGE,Medium,125000,26400, 60 months,debt_consolidation,Low,Good Loan,10.59,B,15.24,19283.94,14368.65,0.0,371.54,munster
0.5,RENT,Low,26000,8000, 36 months,debt_consolidation,Low,Good Loan,11.99,B,20.49,9561.355649,8000.0,0.0,265.68,Northern-Irl
1.0,RENT,Low,64402,13500, 36 months,wedding,Low,Good Loan,7.49,A,20.85,13799.23,13500.0,0.0,419.88,Northern-Irl
10.0,MORTGAGE,Low,76800,6200, 36 months,home_improvement,Low,Good Loan,5.99,A,5.52,6788.949197,6200.0,0.0,188.59,leinster
6.05,MORTGAGE,Low,70000,24000, 36 months,house,Low,Good Loan,5.99,A,1.8,26269.683419999998,24000.0,0.0,730.02,leinster
8.0,RENT,Low,21648,5000, 36 months,debt_consolidation,Low,Good Loan,6.99,A,12.8,5531.224251,5000.0,0.0,154.37,munster
6.05,OWN,Low,56948,29600, 60 months,small_business,High,Good Loan,13.49,C,15.47,20681.68,19225.0,0.0,442.27,leinster
10.0,MORTGAGE,Low,60000,16800, 36 months,debt_consolidation,Low,Good Loan,11.99,B,23.02,17132.7,16800.0,0.0,557.93,leinster
10.0,MORTGAGE,Low,65000,5000, 36 months,debt_consolidation,Low,Good Loan,10.59,B,7.66,5749.02,5000.0,0.0,162.73,ulster
10.0,MORTGAGE,Low,65000,20000, 60 months,debt_consolidation,Low,Good Loan,11.99,B,10.1,25035.08538,20000.0,0.0,444.79,Northern-Irl
6.05,OWN,Low,42000,5000, 36 months,credit_card,Low,Good Loan,10.59,B,8.69,5045.09,5000.0,0.0,162.73,ulster
10.0,MORTGAGE,Medium,117600,14400, 36 months,renewable_energy,Low,Good Loan,12.99,C,16.33,17459.63969,14400.0,0.0,485.13,munster
0.5,RENT,Low,48000,16000, 60 months,credit_card,Low,Good Loan,12.99,C,16.63,14204.09,9930.59,0.0,274.12,ulster
7.0,MORTGAGE,Low,37000,4000, 36 months,debt_consolidation,Low,Good Loan,10.59,B,16.77,4684.0471579999985,4000.0,0.0,130.18,Northern-Irl
6.0,OWN,Low,60000,12000, 60 months,debt_consolidation,Low,Good Loan,8.49,A,6.36,14598.73302,12000.0,0.0,246.15,Northern-Irl
7.0,RENT,Low,40000,1500, 36 months,medical,High,Good Loan,13.99,C,13.14,1844.038391,1500.0,0.0,51.26,leinster
2.0,RENT,Medium,182500,12500, 36 months,debt_consolidation,Low,Good Loan,5.42,A,5.1,13570.55945,12500.0,0.0,377.0,Northern-Irl
10.0,MORTGAGE,Low,51024,2000, 36 months,medical,Low,Good Loan,12.99,C,15.5,2296.69,2000.0,0.0,67.38,Northern-Irl
10.0,MORTGAGE,Low,58500,20000, 60 months,debt_consolidation,High,Bad Loan,16.49,D,19.47,5784.7,2156.44,1024.63,491.59,cannught
4.0,MORTGAGE,Low,33996,6000, 60 months,other,Low,Good Loan,8.49,A,16.94,6042.98,6000.0,0.0,123.08,leinster
6.0,RENT,Low,54000,12600, 60 months,debt_consolidation,Low,Bad Loan,11.99,B,16.18,6164.36,3751.61,12.27,280.22,ulster
10.0,RENT,Low,52000,25000, 60 months,debt_consolidation,Low,Good Loan,11.99,B,24.74,31301.7096,25000.0,0.0,555.99,Northern-Irl
3.0,OWN,Low,48960,4800, 60 months,small_business,High,Bad Loan,21.74,F,6.37,535.52,90.2,273.04,131.87,leinster
6.05,MORTGAGE,Low,55000,22350, 60 months,debt_consolidation,Low,Good Loan,10.59,B,15.36,18234.21,13597.93,0.0,351.62,Northern-Irl
4.0,OWN,Low,38400,10000, 36 months,credit_card,Low,Bad Loan,11.49,B,16.44,3094.39,1931.42,462.47,329.72,Northern-Irl
3.0,RENT,Low,19200,3000, 36 months,major_purchase,Low,Good Loan,12.99,C,10.81,3637.08151,3000.0,0.0,101.07,munster
5.0,RENT,Low,46072,2500, 60 months,other,Low,Bad Loan,12.99,C,13.21,112.92,59.51,0.0,56.87,ulster
6.0,MORTGAGE,Medium,127000,21000, 36 months,credit_card,Low,Good Loan,10.99,B,12.4,24571.74,21000.0,0.0,687.42,munster
10.0,MORTGAGE,Medium,120000,15000, 60 months,home_improvement,High,Good Loan,17.49,D,22.54,21886.34316,15000.0,0.0,376.76,ulster
10.0,RENT,Low,51996,20000, 36 months,debt_consolidation,Low,Good Loan,10.99,B,13.62,23564.875669999998,20000.0,0.0,654.68,Northern-Irl
10.0,MORTGAGE,Low,69600,16000, 36 months,credit_card,Low,Good Loan,11.99,B,12.86,19128.245590000002,16000.0,0.0,531.36,ulster
6.05,OWN,Low,16620,3000, 36 months,home_improvement,Low,Good Loan,5.99,A,3.97,3174.82,3000.0,0.0,91.26,leinster
3.0,MORTGAGE,Medium,120000,30000, 36 months,house,Low,Good Loan,11.49,B,5.22,35576.82399,30000.0,0.0,989.14,cannught
5.0,RENT,Low,68000,18000, 60 months,major_purchase,Low,Good Loan,10.59,B,6.19,15006.27,13474.99,0.0,290.24,leinster
1.0,RENT,Low,85000,14300, 60 months,house,High,Bad Loan,16.49,D,14.91,5974.44,3273.72,17.8,351.49,Northern-Irl
2.0,MORTGAGE,Medium,111000,16000, 60 months,debt_consolidation,High,Good Loan,15.99,D,3.82,17631.21,16000.0,0.0,389.01,cannught
6.0,MORTGAGE,Medium,125000,35000, 60 months,debt_consolidation,High,Good Loan,18.39,E,8.72,28955.27,26575.0,0.0,680.49,leinster
6.0,MORTGAGE,Low,37000,18250, 36 months,credit_card,Low,Good Loan,7.49,A,14.92,19964.78,18249.99,0.0,567.61,leinster
10.0,RENT,Low,96000,7300, 36 months,small_business,Low,Good Loan,8.49,A,17.57,7903.8,7300.0,0.0,230.41,cannught
3.0,RENT,Low,45000,14400, 60 months,credit_card,Low,Bad Loan,11.49,B,16.69,10221.5,6487.65,656.34,246.27,Northern-Irl
1.0,RENT,Low,45000,15000, 60 months,debt_consolidation,High,Good Loan,17.99,E,9.65,19752.41,12124.21,0.0,380.82,cannught
4.0,MORTGAGE,Low,92000,1400, 36 months,other,Low,Good Loan,5.99,A,6.39,1532.9289720000006,1400.0,0.0,42.59,Northern-Irl
10.0,MORTGAGE,Low,66000,15000, 60 months,debt_consolidation,High,Bad Loan,16.49,D,18.0,4423.26,2095.88,18.54,368.69,cannught
0.5,RENT,Low,75000,18500, 36 months,debt_consolidation,Low,Good Loan,7.49,A,5.3,20554.41,18500.0,0.0,575.39,cannught
5.0,OWN,Low,42000,5000, 36 months,debt_consolidation,High,Good Loan,17.49,D,4.46,6490.288056,5000.0,0.0,179.49,cannught
3.0,MORTGAGE,Medium,120000,32000, 60 months,credit_card,High,Bad Loan,13.49,C,17.25,14087.36,4046.95,6650.36,621.13,munster
5.0,RENT,Low,81500,12000, 60 months,debt_consolidation,Low,Good Loan,12.99,C,16.83,14124.6,9876.61,0.0,272.98,Northern-Irl
1.0,MORTGAGE,Medium,128000,28000, 60 months,credit_card,Low,Good Loan,11.99,B,16.04,25320.97931,20225.0,0.0,449.8,ulster
3.0,RENT,Low,95000,22250, 36 months,debt_consolidation,High,Good Loan,23.22,G,21.47,32103.00095,22250.0,0.0,863.85,ulster
8.0,MORTGAGE,Medium,110000,35000, 60 months,small_business,High,Bad Loan,22.48,G,1.22,10735.86,3866.47,0.0,976.24,munster
5.0,RENT,Low,60000,4500, 36 months,major_purchase,Low,Bad Loan,8.49,A,14.98,5127.74,3248.74,1295.88,142.04,Northern-Irl
10.0,RENT,Low,56000,1000, 36 months,debt_consolidation,Low,Good Loan,11.49,B,21.36,1154.93,1000.0,0.0,32.98,ulster
7.0,RENT,Low,61173,20400, 60 months,other,High,Good Loan,18.39,E,3.63,29846.77822,20400.0,0.0,522.37,leinster
10.0,MORTGAGE,Low,75000,35000, 60 months,credit_card,Low,Good Loan,10.99,B,13.65,27616.48,24375.0,0.0,529.86,cannught
5.0,RENT,Low,65000,21500, 36 months,small_business,High,Bad Loan,16.89,D,9.18,18691.79,13278.29,0.0,765.36,ulster
6.0,RENT,Low,46572,9200, 60 months,debt_consolidation,High,Good Loan,13.99,C,14.94,12415.15293,9200.0,0.0,214.03,Northern-Irl
4.0,MORTGAGE,Low,74000,35000, 60 months,debt_consolidation,Low,Good Loan,11.99,B,1.18,44703.66926,35000.0,0.0,778.38,munster
4.0,RENT,Low,24000,6000, 36 months,other,Low,Good Loan,5.42,A,18.6,6514.333142,6000.0,0.0,180.96,Northern-Irl
4.0,MORTGAGE,Low,86000,27000, 60 months,debt_consolidation,Low,Good Loan,11.49,B,10.34,35105.36998,27000.0,0.0,593.67,cannught
4.0,MORTGAGE,Low,80000,11000, 36 months,debt_consolidation,Low,Good Loan,10.99,B,4.26,12428.48,11000.0,0.0,360.08,leinster
10.0,MORTGAGE,Medium,124500,35000, 60 months,other,High,Bad Loan,18.79,E,24.49,8146.75,2941.94,1240.84,628.85,ulster
10.0,MORTGAGE,Low,60000,12000, 36 months,credit_card,Low,Good Loan,5.99,A,12.26,13140.13676,12000.0,0.0,365.01,cannught
4.0,MORTGAGE,Medium,135000,19200, 60 months,small_business,High,Good Loan,16.49,D,15.09,25409.280069999997,17450.0,0.0,428.91,munster
0.5,RENT,Low,50000,4350, 36 months,moving,Low,Good Loan,10.99,B,9.07,5095.479391,4350.0,0.0,142.4,munster
6.05,OWN,Low,50000,7800, 36 months,wedding,High,Good Loan,15.99,D,1.63,9866.428722,7800.0,0.0,274.19,Northern-Irl
1.0,RENT,Low,72000,10000, 36 months,debt_consolidation,High,Good Loan,15.99,D,6.53,12642.78844,10000.0,0.0,351.53,Northern-Irl
10.0,MORTGAGE,Low,60000,18000, 36 months,home_improvement,Low,Good Loan,12.99,C,7.02,21822.833580000002,18000.0,0.0,606.41,ulster
10.0,RENT,Low,73992,27000, 60 months,debt_consolidation,High,Bad Loan,18.39,E,10.28,22393.25,11283.33,1475.81,550.54,ulster
2.0,RENT,Low,27000,8500, 36 months,major_purchase,Low,Bad Loan,8.49,A,22.44,5343.26,4205.64,259.62,268.29,Northern-Irl
8.0,RENT,Low,18200,7200, 36 months,major_purchase,Low,Good Loan,7.49,A,1.85,8059.668545999999,7200.0,0.0,223.94,ulster
10.0,MORTGAGE,Medium,144000,35000, 60 months,major_purchase,Low,Good Loan,11.49,B,2.92,28704.98,20878.46,0.0,552.99,cannught
10.0,MORTGAGE,Low,64000,9000, 36 months,debt_consolidation,Low,Good Loan,5.99,A,7.44,9832.902506,9000.0,0.0,273.76,cannught
3.0,RENT,Low,30000,15250, 60 months,debt_consolidation,Low,Bad Loan,11.99,B,26.08,4803.06,2364.77,740.1,339.16,ulster
8.0,MORTGAGE,Low,45000,24925, 60 months,small_business,Low,Bad Loan,11.99,B,12.27,24240.02,14902.11,1915.22,554.32,Northern-Irl
2.0,MORTGAGE,Medium,180000,20000, 36 months,credit_card,Low,Good Loan,7.49,A,13.26,22391.48535,20000.0,0.0,622.04,Northern-Irl
7.0,MORTGAGE,Low,42000,5000, 36 months,debt_consolidation,Low,Good Loan,7.49,A,13.6,5594.645752,5000.0,0.0,155.51,munster
4.0,MORTGAGE,Low,92259,6000, 36 months,major_purchase,Low,Good Loan,5.42,A,9.21,6513.814207,6000.0,0.0,180.96,Northern-Irl
3.0,RENT,Low,85000,3825, 36 months,debt_consolidation,Low,Good Loan,5.42,A,11.37,3950.55,3825.0,0.0,115.37,ulster
4.0,RENT,Low,39000,5000, 36 months,debt_consolidation,Low,Good Loan,6.99,A,9.17,5290.15,5000.0,0.0,154.37,Northern-Irl
10.0,RENT,Low,80000,25000, 60 months,debt_consolidation,High,Good Loan,19.29,E,20.19,33891.49,20120.91,0.0,652.51,ulster
2.0,MORTGAGE,Medium,115000,1000, 36 months,home_improvement,Low,Good Loan,5.99,A,10.45,1094.958284,1000.0,0.0,30.42,cannught
3.0,OWN,Medium,150000,8000, 36 months,debt_consolidation,High,Good Loan,13.99,C,7.12,9727.45,8000.0,0.0,273.39,leinster
5.0,MORTGAGE,Low,51000,20000, 36 months,debt_consolidation,Low,Good Loan,8.49,A,14.78,22268.06,20000.0,0.0,631.26,Northern-Irl
3.0,RENT,Medium,158000,10175, 36 months,debt_consolidation,Low,Bad Loan,12.99,C,24.03,9083.54,6622.57,512.8,342.79,ulster
3.0,RENT,Low,30000,5000, 36 months,debt_consolidation,Low,Good Loan,11.49,B,19.72,5658.77,5000.0,0.0,164.86,ulster
4.0,RENT,Low,40000,15000, 60 months,debt_consolidation,High,Bad Loan,21.36,F,21.48,11741.29,4411.76,1534.54,408.85,munster
2.0,MORTGAGE,Medium,125000,14000, 36 months,home_improvement,Low,Good Loan,10.99,B,17.4,15889.15,14000.0,0.0,458.28,munster
2.0,RENT,Low,48000,7600, 60 months,moving,High,Good Loan,15.99,D,16.3,9583.1,6187.11,0.0,184.78,munster
0.5,RENT,Low,42000,4000, 36 months,other,Low,Good Loan,10.59,B,20.43,4366.23,4000.0,0.0,130.18,cannught
5.0,OWN,Low,27000,5600, 36 months,debt_consolidation,Low,Good Loan,5.42,A,8.44,5763.51,5600.0,0.0,168.9,leinster
10.0,MORTGAGE,Low,60000,2500, 36 months,debt_consolidation,High,Good Loan,15.99,D,19.1,2823.94,2500.0,0.0,87.89,Northern-Irl
8.0,MORTGAGE,Low,80004,30000, 60 months,debt_consolidation,Low,Good Loan,12.99,C,9.06,26745.23,18567.87,0.0,525.48,Northern-Irl
1.0,MORTGAGE,Low,60000,6750, 36 months,other,Low,Good Loan,10.99,B,18.14,7948.162716,6750.0,0.0,220.96,leinster
8.0,MORTGAGE,Low,58000,6000, 36 months,credit_card,Low,Good Loan,12.99,C,13.18,7215.209345,6000.0,0.0,202.14,leinster
10.0,MORTGAGE,Low,35000,9000, 36 months,debt_consolidation,Low,Good Loan,11.49,B,6.89,10601.28,9000.0,0.0,296.75,leinster
4.0,RENT,Low,56000,6200, 36 months,debt_consolidation,Low,Good Loan,8.49,A,16.52,6804.99,6200.0,0.0,195.7,munster
3.0,MORTGAGE,Medium,170000,35000, 60 months,debt_consolidation,Low,Good Loan,11.49,B,11.04,25809.97,18771.31,0.0,496.92,cannught
6.05,RENT,Low,48000,3700, 36 months,debt_consolidation,Low,Good Loan,6.99,A,10.07,4111.317239,3700.0,0.0,114.23,Northern-Irl
8.0,OWN,Low,56000,2000, 36 months,other,Low,Good Loan,6.99,A,23.4,2222.457572,2000.0,0.0,61.75,Northern-Irl
7.0,RENT,Low,29163,5000, 60 months,debt_consolidation,High,Good Loan,17.49,D,24.32,6383.34,3937.08,0.0,125.59,Northern-Irl
5.0,MORTGAGE,Medium,102000,13000, 36 months,home_improvement,Low,Good Loan,5.42,A,16.06,13956.92,13000.0,0.0,392.08,leinster
7.0,MORTGAGE,Low,100000,6000, 36 months,credit_card,Low,Good Loan,8.49,A,9.61,6596.61,6000.0,0.0,189.38,Northern-Irl
1.0,MORTGAGE,Medium,190000,35000, 36 months,credit_card,High,Good Loan,17.49,D,13.36,42069.22,35000.0,0.0,1256.4,ulster
10.0,MORTGAGE,Low,63000,20000, 36 months,debt_consolidation,Low,Good Loan,8.49,A,11.85,21653.03,20000.0,0.0,631.26,cannught
10.0,MORTGAGE,Low,97000,35000, 36 months,credit_card,High,Good Loan,15.99,D,20.75,42674.13,35000.0,0.0,1230.33,Northern-Irl
1.0,RENT,Low,51000,6000, 36 months,car,Low,Good Loan,5.99,A,14.45,6450.21,6000.0,0.0,182.51,cannught
0.5,RENT,Medium,119004,2500, 36 months,other,Low,Good Loan,7.49,A,10.68,2601.0,2500.0,0.0,77.76,ulster
5.0,RENT,Medium,103000,18000, 60 months,moving,High,Bad Loan,16.49,D,24.24,2204.0,998.88,0.0,442.43,leinster
0.5,MORTGAGE,Low,85000,24000, 36 months,other,Low,Good Loan,7.49,A,8.16,26869.44792,24000.0,0.0,746.44,leinster
7.0,MORTGAGE,Low,88000,25000, 60 months,debt_consolidation,Low,Good Loan,10.59,B,19.01,20697.09377,16375.0,0.0,352.7,munster
10.0,MORTGAGE,Medium,200000,30000, 36 months,credit_card,High,Good Loan,15.62,D,17.3,37759.45155,30000.0,0.0,1049.1,ulster
10.0,OWN,Low,35000,4200, 36 months,medical,Low,Good Loan,12.99,C,21.6,4873.89,4200.0,0.0,141.5,cannught
6.0,MORTGAGE,Low,42100,8600, 60 months,small_business,High,Good Loan,15.99,D,20.52,10666.12,6818.69,0.0,209.09,leinster
3.0,OWN,Low,50000,3200, 36 months,credit_card,Low,Good Loan,8.49,A,24.53,3448.42,3200.0,0.0,101.01,munster
6.0,RENT,Low,61200,14600, 60 months,debt_consolidation,High,Good Loan,21.36,F,8.33,20679.53,11646.08,0.0,397.95,ulster
0.5,RENT,Low,30000,4600, 36 months,debt_consolidation,High,Good Loan,14.79,C,18.44,5720.513575,4600.0,0.0,158.99,leinster
2.0,RENT,Low,63250,6225, 36 months,debt_consolidation,Low,Good Loan,10.99,B,10.19,7144.77,6225.0,0.0,203.77,ulster
3.0,RENT,Medium,165000,35000, 36 months,debt_consolidation,Low,Good Loan,11.49,B,16.12,41537.07984,35000.0,0.0,1154.0,Northern-Irl
5.0,RENT,Low,42000,10000, 36 months,debt_consolidation,Low,Good Loan,12.99,C,22.6,12124.22741,10000.0,0.0,336.9,Northern-Irl
10.0,MORTGAGE,Medium,117000,20000, 60 months,debt_consolidation,High,Good Loan,18.39,E,21.24,21745.97718,14850.0,0.0,380.26,leinster
7.0,RENT,Low,65004,20000, 36 months,debt_consolidation,Low,Good Loan,11.99,B,13.81,23250.79,20000.0,0.0,664.2,Northern-Irl
10.0,MORTGAGE,Medium,192000,25600, 36 months,debt_consolidation,Low,Good Loan,5.99,A,4.18,28032.30898,25600.0,0.0,778.69,cannught
1.0,MORTGAGE,Medium,115000,16800, 36 months,major_purchase,Low,Good Loan,5.42,A,4.98,17321.75,16800.0,0.0,506.69,cannught
8.0,MORTGAGE,Low,88712,15000, 60 months,credit_card,Low,Good Loan,11.99,B,7.97,18521.03,15000.0,0.0,333.6,ulster
5.0,RENT,Medium,162000,20000, 36 months,debt_consolidation,Low,Good Loan,6.99,A,12.81,20448.3,20000.0,0.0,617.46,ulster
4.0,MORTGAGE,Medium,120000,20000, 60 months,debt_consolidation,High,Good Loan,20.25,F,16.26,27642.0,16018.84,0.0,532.67,leinster
10.0,RENT,Low,35000,10000, 36 months,credit_card,Low,Good Loan,8.49,A,20.88,10767.01,10000.0,0.0,315.63,ulster
3.0,RENT,Low,90000,14000, 60 months,other,High,Good Loan,20.99,F,20.29,17606.4,14000.0,0.0,378.67,ulster
0.5,RENT,Low,33600,4800, 36 months,debt_consolidation,Low,Good Loan,8.49,A,9.0,5433.937146,4800.0,0.0,151.51,leinster
4.0,MORTGAGE,Low,45000,20000, 60 months,debt_consolidation,High,Good Loan,16.89,D,17.07,28847.497760000002,20000.0,0.0,495.87,ulster
4.0,MORTGAGE,Low,100000,8000, 36 months,moving,Low,Good Loan,9.99,B,13.22,9229.16,8000.0,0.0,258.1,Northern-Irl
0.5,MORTGAGE,Medium,102000,25000, 60 months,debt_consolidation,High,Bad Loan,17.99,E,20.69,4433.03,1899.03,0.0,634.7,ulster
2.0,RENT,Low,96000,16000, 36 months,debt_consolidation,Low,Good Loan,11.99,B,7.16,18507.68,16000.0,0.0,531.36,ulster
3.0,MORTGAGE,Low,77000,12000, 36 months,home_improvement,Low,Good Loan,5.99,A,8.79,13112.9437,12000.0,0.0,365.01,cannught
10.0,MORTGAGE,Medium,110400,3000, 36 months,car,Low,Good Loan,7.49,A,19.16,3356.381114000001,3000.0,0.0,93.31,cannught
2.0,RENT,Low,50004,15000, 60 months,debt_consolidation,High,Bad Loan,16.49,D,16.29,18015.65,11105.66,0.0,368.69,Northern-Irl
8.0,RENT,Low,30000,7500, 36 months,debt_consolidation,Low,Bad Loan,9.99,B,22.64,964.48,724.59,0.0,241.97,ulster
1.0,RENT,Low,29534,4800, 36 months,car,Low,Good Loan,11.99,B,13.77,5558.23,4800.0,0.0,159.41,ulster
10.0,RENT,Medium,121000,15000, 36 months,debt_consolidation,Low,Good Loan,11.49,B,4.33,17263.23,15000.0,0.0,494.57,ulster
2.0,RENT,Low,60000,10000, 60 months,debt_consolidation,Low,Good Loan,11.49,B,25.34,11353.43,8262.72,0.0,219.88,ulster
0.5,RENT,Low,42000,1850, 36 months,credit_card,Low,Good Loan,11.99,B,18.31,1985.54,1850.0,0.0,61.44,munster
10.0,RENT,Medium,165000,30000, 60 months,credit_card,Low,Good Loan,10.99,B,15.48,21238.57,19700.0,0.0,428.23,munster
10.0,MORTGAGE,Low,40269,6625, 36 months,other,High,Good Loan,15.23,C,20.17,8287.822988,6625.0,0.0,230.41,leinster
5.0,MORTGAGE,Low,32000,6000, 36 months,debt_consolidation,Low,Good Loan,5.42,A,0.75,6513.025836,6000.0,0.0,180.96,leinster
10.0,MORTGAGE,Low,48000,15000, 60 months,debt_consolidation,Low,Good Loan,8.49,A,13.35,17331.07,15000.0,0.0,307.68,leinster
0.5,RENT,Low,75000,8000, 36 months,other,Low,Good Loan,5.99,A,3.39,8226.84,8000.0,0.0,243.34,ulster
3.0,RENT,Low,98000,35000, 60 months,debt_consolidation,High,Good Loan,16.49,D,20.49,34613.47,22077.26,0.0,666.72,ulster
10.0,MORTGAGE,Low,60000,20000, 60 months,debt_consolidation,High,Bad Loan,15.23,C,16.5,4455.46,1863.19,632.57,478.22,ulster
10.0,MORTGAGE,Low,52800,3000, 60 months,car,Low,Good Loan,8.49,A,26.09,3627.59126,3000.0,0.0,61.54,ulster
10.0,RENT,Low,33000,6400, 36 months,debt_consolidation,Low,Good Loan,9.99,B,16.11,7429.026581,6400.0,0.0,206.48,Northern-Irl
10.0,MORTGAGE,Low,75000,19000, 60 months,credit_card,Low,Bad Loan,10.99,B,14.83,8956.08,5279.23,987.97,266.29,ulster
6.05,MORTGAGE,Low,50000,33950, 60 months,debt_consolidation,Low,Good Loan,9.99,B,16.56,26849.77956000001,21850.0,0.0,464.15,leinster
3.0,MORTGAGE,Medium,102500,8000, 36 months,debt_consolidation,Low,Good Loan,10.59,B,13.08,8919.48,8000.0,0.0,260.36,ulster
2.0,MORTGAGE,Low,65000,7000, 60 months,debt_consolidation,High,Good Loan,15.23,C,2.82,8694.34,7000.0,0.0,167.38,ulster
7.0,MORTGAGE,Medium,100008,10000, 60 months,debt_consolidation,High,Good Loan,16.49,D,9.64,11063.79,10000.0,0.0,245.8,Northern-Irl
